run	arm	rep	token	seasons	allowed
20260918-200458	agitated_roster_closed	1	WILD_BOAR_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	WEASEL_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	TRIASSIC_SHAROVIPTERYX	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_SQUIRREL_GRAY	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_DIPLODOCUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_SMILODON	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_KEA	2,3	0
20260918-200458	agitated_roster_closed	1	ECHIDNA	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	MOOSE	2,3	0
20260918-200458	agitated_roster_closed	1	PERMIAN_DIADECTES	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	TRIASSIC_DREPANOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_THYLACINE	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_KINGSNAKE	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	TRIASSIC_DREPANOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_MEGACEROPS	2,3	0
20260918-200458	agitated_roster_closed	1	BIRD_RAVEN	0,1,2,3	1
20260918-200458	agitated_roster_closed	1	SPIDER_BROWN_RECLUSE	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_OPOSSUM	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	TICK_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	BIRD_LOVEBIRD_PEACH-FACED	2,3	0
20260918-200458	agitated_roster_closed	1	RACCOON_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	SQUIRREL_GRAY_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	COATI_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	FOXSQUIRREL	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	FIREFLY	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_LOUSE	0,1	0
20260918-200458	agitated_roster_closed	1	SQUIRREL_FLYING	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_MIOHIPPUS_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	PORCUPINE_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GRAY_LANGUR_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_IGUANODON_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_WEASEL	0,1	0
20260918-200458	agitated_roster_closed	1	BIRD_FALCON_PEREGRINE	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	SKUNK_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	SKINK_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_SKINK	0,1	0
20260918-200458	agitated_roster_closed	1	RED PANDA MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_DEER	2,3	0
20260918-200458	agitated_roster_closed	1	EMU_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	ROACH_LARGE	0,1	0
20260918-200458	agitated_roster_closed	1	MANTIS_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_FLYING_SQUIRREL	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_PACHYCEPHALOSAURUS	2,3	0
20260918-200458	agitated_roster_closed	1	SKINK	0,1	0
20260918-200458	agitated_roster_closed	1	RED PANDA	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_ADDER	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_BEAR_BLACK	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_ECHIDNA	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	PEREGRINE FALCON MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	KOALA	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	DEER_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_BRONTOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GREEN_TREE_FROG	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_COPPERHEAD_SNAKE	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_BEAR_GRIZZLY	2,3	0
20260918-200458	agitated_roster_closed	1	MOTH	0,1	0
20260918-200458	agitated_roster_closed	1	CHIPMUNK_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_MIOHIPPUS	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_BLUEJAY	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	PANDA, GIGANTIC	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	PANDA MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_KOSMOCERATOPS_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_GRAY_LANGUR	0,1	1
20260918-200458	agitated_roster_closed	1	BUTTERFLY_MONARCH	0,1	0
20260918-200458	agitated_roster_closed	1	DINGO_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_MOTH	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_BUTTERFLY_MONARCH	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_GRASSHOPPER	0,1	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_MOA	2,3	0
20260918-200458	agitated_roster_closed	1	MOSQUITO	0,1	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_TYRANNOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_JUMPING_SPIDER	0,1	0
20260918-200458	agitated_roster_closed	1	DAMSELFLY	0,1	0
20260918-200458	agitated_roster_closed	1	DEER	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_ROACH	0,1	0
20260918-200458	agitated_roster_closed	1	JURASSIC_EUROPASAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GRASSHOPPER_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	MOOSE, GIANT	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_WREN	0,1	0
20260918-200458	agitated_roster_closed	1	COUGAR	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_BUSHTIT	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	TRIASSIC_PROCOMPSOGNATHUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	BEAR_BLACK_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	MANTIS	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_SPARROW	0,1	0
20260918-200458	agitated_roster_closed	1	LOUSE_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	LIZARD_RHINO_TWO_LEGGED	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	LIZARD	0,1	0
20260918-200458	agitated_roster_closed	1	JURASSIC_BRACHIOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	SPARROW	0,1	0
20260918-200458	agitated_roster_closed	1	PANDA	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_TORVOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_MANTIS	0,1	1
20260918-200458	agitated_roster_closed	1	FIREFLY_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_FLY	0,1	0
20260918-200458	agitated_roster_closed	1	JURASSIC_STEGOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_BROWN_RECLUSE_SPIDER	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_TYRANNOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	BIRD_KIWI_GIANT	2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_STEGOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CARBONIFEROUS_ARTHROPLEURA_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	WOMBAT_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_CERATOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	ADDER	2,3	0
20260918-200458	agitated_roster_closed	1	GRASSHOPPER	0,1	0
20260918-200458	agitated_roster_closed	1	JURASSIC_BRONTOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_BRACHIOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_TRICERATOPS_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	KOALA_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_ALLOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_EMU	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_PEACH-FACED_LOVEBIRD	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	TOAD	0,1	0
20260918-200458	agitated_roster_closed	1	COATI	0,1	0
20260918-200458	agitated_roster_closed	1	SPIDER_JUMPING	0,1	0
20260918-200458	agitated_roster_closed	1	BLUEJAY_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_WOMBAT	2,3	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_MEGATHERIUM	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_WILD_BOAR	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_THRIPS	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_SNAIL	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_SKUNK	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_EUROPASAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	COUGAR_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_RAVEN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_RACCOON	2,3	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_PARASAUROLOPHUS_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_ALLOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	BIRD_ORIOLE	2,3	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_SMILODON_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_MEGACEROPS_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_COUGAR	0,1	0
20260918-200458	agitated_roster_closed	1	HAMSTER	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_BARN_OWL	0,1	0
20260918-200458	agitated_roster_closed	1	BROWN_RECLUSE_SPIDER_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	CARBONIFEROUS_ARTHROPLEURA	2,3	0
20260918-200458	agitated_roster_closed	1	SQUIRREL_RED_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	JURASSIC_TORVOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	BUSHTIT_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	CHIPMUNK	2,3	0
20260918-200458	agitated_roster_closed	1	BIRD_TURKEY	2,3	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_COLEPIOCEPHALE_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_DEINONYCHUS_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	SQUIRREL_GRAY	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_PARASAUROLOPHUS	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_RATTLESNAKE	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_LIZARD	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_KOALA	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	DRAGONFLY	0,1	0
20260918-200458	agitated_roster_closed	1	ORIOLE_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	BIRD_EAGLE	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_EAGLE	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_DINGO	0,1	0
20260918-200458	agitated_roster_closed	1	GIANT_CROW	2,3	0
20260918-200458	agitated_roster_closed	1	BIRD_CROW	2,3	0
20260918-200458	agitated_roster_closed	1	CARDINAL_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	BADGER MAN	2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_CARDINAL	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	CENOZOIC_MOA_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	POND_TURTLE	0,1	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_COLEPIOCEPHALE	2,3	0
20260918-200458	agitated_roster_closed	1	BIRD_OWL_BARN	0,1	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_DEINONYCHUS	2,3	0
20260918-200458	agitated_roster_closed	1	BIRD_WREN	0,1	0
20260918-200458	agitated_roster_closed	1	CRETACEOUS_PACHYCEPHALOSAURUS_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	BEAR_BLACK	2,3	0
20260918-200458	agitated_roster_closed	1	KAKAPO_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	DINGO	0,1	0
20260918-200458	agitated_roster_closed	1	FOX_MAN	2,3	0
20260918-200458	agitated_roster_closed	1	KINGSNAKE	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	PEACH-FACED_LOVEBIRD_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	BADGER	2,3	0
20260918-200458	agitated_roster_closed	1	BUTTERFLY_MONARCH_MAN	0,1	0
20260918-200458	agitated_roster_closed	1	ECHIDNA_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	1	GIANT_WOLF	2,3	0
20260918-200458	agitated_roster_closed	2	BIRD_BUSHTIT	2,3	0
20260918-200458	agitated_roster_closed	2	CRETACEOUS_IGUANODON	2,3	0
20260918-200458	agitated_roster_closed	2	BIRD_BLUEJAY	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_GREAT_HORNED_OWL	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	MOSQUITO_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	FLY_ACORN	0,1	0
20260918-200458	agitated_roster_closed	2	WILD_BOAR	0,1	0
20260918-200458	agitated_roster_closed	2	BARN_OWL_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	FLY_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	BEAR_GRIZZLY_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	BIRD_KEA	2,3	0
20260918-200458	agitated_roster_closed	2	CRETACEOUS_TRICERATOPS	2,3	0
20260918-200458	agitated_roster_closed	2	RAT	0,1	0
20260918-200458	agitated_roster_closed	2	BIRD_CARDINAL	2,3	0
20260918-200458	agitated_roster_closed	2	CARBONIFEROUS_MEGANEURA	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_BEETLE	0,1	0
20260918-200458	agitated_roster_closed	2	SPARROW_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	CRETACEOUS_ANKYLOSAURUS_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	CROW_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	CARBONIFEROUS_MEGANEURA_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	SQUIRREL_RED	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_HAMSTER	0,1	0
20260918-200458	agitated_roster_closed	2	SKUNK	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	CRETACEOUS_KOSMOCERATOPS	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_TICK	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_ORIOLE	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	WOLF	2,3	0
20260918-200458	agitated_roster_closed	2	BEAR_GRIZZLY	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_COATI	0,1	0
20260918-200458	agitated_roster_closed	2	BIRD_KAKAPO	2,3	0
20260918-200458	agitated_roster_closed	2	PORCUPINE	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	RACCOON	2,3	0
20260918-200458	agitated_roster_closed	2	FLY	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_FIREFLY	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_KAKAPO	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	BIRD_OWL_GREAT_HORNED	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	WORM_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	WREN_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	SNAIL_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_SLUG	0,1	0
20260918-200458	agitated_roster_closed	2	BOBCAT_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	KIWI MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	JURASSIC_CERATOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	WOMBAT	2,3	0
20260918-200458	agitated_roster_closed	2	CRETACEOUS_ANKYLOSAURUS	2,3	0
20260918-200458	agitated_roster_closed	2	WOLF_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	BIRD_EMU	2,3	0
20260918-200458	agitated_roster_closed	2	WILD_BOAR_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	WEASEL_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	TRIASSIC_SHAROVIPTERYX	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_SQUIRREL_GRAY	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	JURASSIC_DIPLODOCUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	CENOZOIC_SMILODON	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_KEA	2,3	0
20260918-200458	agitated_roster_closed	2	ECHIDNA	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	MOOSE	2,3	0
20260918-200458	agitated_roster_closed	2	PERMIAN_DIADECTES	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	TRIASSIC_DREPANOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	CENOZOIC_THYLACINE	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_KINGSNAKE	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	TRIASSIC_DREPANOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	CENOZOIC_MEGACEROPS	2,3	0
20260918-200458	agitated_roster_closed	2	BIRD_RAVEN	0,1,2,3	1
20260918-200458	agitated_roster_closed	2	SPIDER_BROWN_RECLUSE	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_OPOSSUM	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	TICK_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	BIRD_LOVEBIRD_PEACH-FACED	2,3	0
20260918-200458	agitated_roster_closed	2	RACCOON_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	SQUIRREL_GRAY_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	COATI_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	FOXSQUIRREL	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	FIREFLY	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_LOUSE	0,1	0
20260918-200458	agitated_roster_closed	2	SQUIRREL_FLYING	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	CENOZOIC_MIOHIPPUS_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	PORCUPINE_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GRAY_LANGUR_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	CRETACEOUS_IGUANODON_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_WEASEL	0,1	0
20260918-200458	agitated_roster_closed	2	BIRD_FALCON_PEREGRINE	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	SKUNK_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	SKINK_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_SKINK	0,1	0
20260918-200458	agitated_roster_closed	2	RED PANDA MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_DEER	2,3	0
20260918-200458	agitated_roster_closed	2	EMU_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	ROACH_LARGE	0,1	0
20260918-200458	agitated_roster_closed	2	MANTIS_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_FLYING_SQUIRREL	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	CRETACEOUS_PACHYCEPHALOSAURUS	2,3	0
20260918-200458	agitated_roster_closed	2	SKINK	0,1	0
20260918-200458	agitated_roster_closed	2	RED PANDA	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_ADDER	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_BEAR_BLACK	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_ECHIDNA	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	PEREGRINE FALCON MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	KOALA	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	DEER_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	JURASSIC_BRONTOSAURUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GREEN_TREE_FROG	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_COPPERHEAD_SNAKE	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_BEAR_GRIZZLY	2,3	0
20260918-200458	agitated_roster_closed	2	MOTH	0,1	0
20260918-200458	agitated_roster_closed	2	CHIPMUNK_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	CENOZOIC_MIOHIPPUS	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_BLUEJAY	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	PANDA, GIGANTIC	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	PANDA MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	CRETACEOUS_KOSMOCERATOPS_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_GRAY_LANGUR	0,1	1
20260918-200458	agitated_roster_closed	2	BUTTERFLY_MONARCH	0,1	0
20260918-200458	agitated_roster_closed	2	DINGO_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_MOTH	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_BUTTERFLY_MONARCH	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_GRASSHOPPER	0,1	0
20260918-200458	agitated_roster_closed	2	CENOZOIC_MOA	2,3	0
20260918-200458	agitated_roster_closed	2	MOSQUITO	0,1	0
20260918-200458	agitated_roster_closed	2	CRETACEOUS_TYRANNOSAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_JUMPING_SPIDER	0,1	0
20260918-200458	agitated_roster_closed	2	DAMSELFLY	0,1	0
20260918-200458	agitated_roster_closed	2	DEER	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_ROACH	0,1	0
20260918-200458	agitated_roster_closed	2	JURASSIC_EUROPASAURUS_MAN	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	GRASSHOPPER_MAN	0,1	0
20260918-200458	agitated_roster_closed	2	MOOSE, GIANT	2,3	0
20260918-200458	agitated_roster_closed	2	GIANT_WREN	0,1	0
20260918-200458	agitated_roster_closed	2	COUGAR	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_BUSHTIT	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	TRIASSIC_PROCOMPSOGNATHUS	0,1,2,3	0
20260918-200458	agitated_roster_closed	2	BEAR_BLACK_MAN	2,3	0
20260918-200458	agitated_roster_closed	2	MANTIS	0,1	0
20260918-200458	agitated_roster_closed	2	GIANT_SPARROW	0,1	0
